Word,Root,Gloss,Morphemes,Line Numbers
болган,бо,"this, that, those",['ган (participle)'],"669A, 880A, 882A, 1040A, 1042A, 1045A, 1047A, 1167A, 1171A, 1174A, 1598A, 1600A, 2693A, 2921A, 2973A, 2975A, 3061A, 3179A, 3331A, 3414A, 3418A, 93B, 114B, 124B, 143B, 144B, 145B, 146B, 169B, 191B, 213B, 215B, 220B, 504B, 513B, 514B, 522B, 560B, 603B, 607B, 617B, 669B, 680B, 696B, 697B, 707B, 723B, 724B, 870B, 984B, 987B, 1017B, 1019B, 1037B, 1094B, 1095B, 1111B, 1129B, 1145B, 1421B, 1423B, 1577B, 116C, 203C, 205C, 295C, 297C, 298C, 299C, 301C, 330C, 332C, 423C, 456C, 704C, 773C, 900C, 943C, 944C, 1025C, 1045C, 1056C, 1077C, 1144C, 1159C, 1381C, 1385C, 1389C, 1397C, 1570C, 1717C, 1720C, 1732C"
чонаан,чон,population,['ан (participle)'],"669A, 1600A, 3192A"
каңгай,каң,steel,['гай (optative)'],670A
эзерин,эзер,saddle,['ин (reflexive)'],"670A, 1599A, 3195A, 538B, 539B"
эзертээш,эзер,saddle,[],"670A, 843B"
дөртен,дөртен,forty,[],"671A, 672A, 2505A"
чириминге,,,"['ир (participle)', 'им (posessive 1st singular)', 'ин (reflexive)', 'ге (dative)']",671A
конун,,,['ун (reflexive)'],"672A, 1260A"
колуннааш,кол,primary,"['ун (reflexive)', 'на (verbalizer)', 'аш (circumstantial)']",672A
адазыны,ада,father,"['зы (verbalizer)', 'ны (accusative)']","673A, 805B, 819B"
агый,а,but,['гы (adjectival)'],674A
дыгый,дыгый,thick,[],"674A, 2440A"
кеттинип,,,"['ке (dative)', 'ин (reflexive)', 'ип (circumstantial)']","674A, 1867A, 2440A"
уузалыг,,,"['за (verbalizer)', 'лыг (adjectival)']",675A
догада,,,"['га (dative)', 'да (verbalizer)']","675A, 2266A"
аржаанын,аржаан,spring,['ын (reflexive)'],"676A, 1843A"
доостунуп,доо,that,"['ун (reflexive)', 'уп (circumstantial)']",677A
дөгертинип,,,"['гер (verbalizer)', 'ин (reflexive)', 'ип (circumstantial)']",677A
дээриниӊ,дээр,concern,['ни (accusative)'],679A
хиндиинде,,,"['ин (reflexive)', 'ди (past tense)', 'ин (reflexive)', 'де (verbalizer)']",679A
бөргүнүӊ,,,['нү (accusative)'],680A
чиӊзези,,,"['чи (verbalizer)', 'зе (verbalizer)', 'зи (verbalizer)']",680A
шаштыгып,,,"['аш (circumstantial)', 'ыг (nominalizer)', 'ып (circumstantial)']","680A, 1408C"
дээрини,дээр,concern,['ни (accusative)'],681A
булуттарын,булут,cloud,"['ар (verbal noun)', 'ын (reflexive)']",682A
көжүрүп,көжүр,"nomadize, migrate, move to another domicile",['үп (circumstantial)'],"682A, 3267A, 296B"
катташкылыг,кат,berry,"['та (verbalizer)', 'шкы (for kinship and association)', 'лыг (adjectival)']",685A
хевенектиг,,,"['ен (reflexive)', 'ек (nominalizer)', 'ти (past tense)']",685A
дойтук,дой,clay,['тук (nominalizer)'],"687A, 723A, 735A, 1641A"
чаваалыг,ча,bow,"['ва (negative)', 'лыг (adjectival)']","687A, 723A"
бараалгаапг,бар,be (present),['лга (nominalizer)'],689A
ааарта,аа,"ritual discourse marker found in tales, adds emphasis to preceding sentence/phrase","['ар (verbal noun)', 'та (verbalizer)']",690A
чоруптайн,,,"['ор (aorist)', 'уп (circumstantial)', 'та (verbalizer)']",690A
дээримге,дээр,concern,"['им (posessive 1st singular)', 'ге (dative)']","690A, 903C"
хүнүн,хүн,sunny,[],"691A, 2054A, 390C"
оларга,олар,they,['га (dative)'],694A
чем,чем,dish,[],"694A, 1526A, 28B, 143B, 609B, 935B, 976B, 479C, 1417C"
хүнезин,хүн,sunny,['зин (volitive 3rd singular)'],"694A, 413B, 533B, 558B"
арзайтыны,а,but,"['за (verbalizer)', 'ты (past tense)', 'ны (accusative)']",697A
ийинден,ийи,two,['ден (ablative)'],"698A, 2320A"
аӊын,а,but,['ын (reflexive)'],"699A, 859A"
меӊин,,,['ин (reflexive)'],"699A, 859A, 1609A, 1749A"
өлүргеш,өлүр,die,['геш (circumstantial)'],"699A, 42B, 275B, 402B, 495B, 897B, 1237B, 1242B, 1297B, 1298B, 1304B, 282C, 336C, 487C, 607C, 1118C, 1434C"
аргазынга,арга,chance,"['зын (verbalizer)', 'га (dative)']","700A, 1199C"
чорзун,,,"['ор (aorist)', 'зун (verbalizer)']",700A
ужалыг,ужа,"ass (anatomy), butt, bottom",['лыг (adjectival)'],701A
элик,элик,"mountain goat (female), wild goat, roe deer, white-tailed deer stag",[],701A
хүлбүзүн,хүл,ashes,['зүн (verbalizer)'],701A
арттырып,арт,mountain pass,"['тыр (causative)', 'ып (circumstantial)']",702A
иезинге,ие,mom,"['зин (volitive 3rd singular)', 'ге (dative)']","704A, 1536A, 3263A, 3458A, 292B, 453B"
бажыӊ,бажы,"source, beginning, origin",[],"704A, 1734A, 1814A, 275B"
хүнүнден,хүн,sunny,['ден (ablative)'],"705A, 1632A"
чарып,ча,bow,['ып (circumstantial)'],"706A, 708A, 892A, 898A, 898A, 1630A, 1633A"
айындан,ай,"1. month, 2. moon",['ындан (possessive 3rd ablative)'],"707A, 1629A"
ай,ай,"1. month, 2. moon",[],"708A, 862A, 875A, 1506A, 1572A, 1630A, 1982A, 2034A, 2052A, 2351A, 2578A, 3410A, 3417A, 379B, 600B, 606B, 613B, 839B, 840B, 1184B, 1488B, 1488B, 1488B, 1492B, 4C, 23C, 38C, 190C, 200C, 205C, 209C, 214C, 218C, 223C, 229C, 231C, 232C, 235C, 242C, 254C, 255C, 256C, 286C, 288C, 288C, 745C"
бүлдүрүп,,,"['дүр (copulative)', 'үп (circumstantial)']",709A
аоӊмас,а,but,[],710A
чыдывас,,,"['чы (verbalizer)', 'дыва (allative)']",710A
суун,,,"['су (verbalizer)', 'ун (reflexive)']","710A, 1375A, 1636A, 2041A, 2066A, 2263A, 2267A, 2268A, 3085A, 3088A, 511B, 1603B, 343C, 358C, 371C, 769C, 770C"
казып,,,"['ка (dative)', 'ып (circumstantial)']","711A, 1165A, 1309A, 1638A, 1114C, 1605C, 1611C, 1639C"
чаан,чаан,elephant,[],"712A, 1625A"
чаг,чаг,fat,[],"712A, 1625A, 1195B, 1196B, 1237B, 1274B, 1314C, 1338C"
эът,эът,meat,[],"713A, 950A, 1626A, 2397A, 2812A, 3141A, 175B, 195B, 911B, 1195B, 1196B, 1234B, 1237B, 1272B, 1274B, 1435B, 1435B, 756C"
кылып,,,"['ыл (passive)', 'ып (circumstantial)']","714A, 1538A, 1858A, 2005A, 2154A, 2248A, 2927A, 3492A, 3498A, 5B, 11B, 29B, 57B, 248B, 436B, 438B, 439B, 469B, 529B, 533B, 558B, 637B, 1095B, 1416B, 1450B, 1611B, 103C, 118C, 395C, 416C, 491C, 715C, 729C, 744C, 1264C"
бажы,бажы,"source, beginning, origin",[],"717A, 718A, 916A, 1062A, 1120A, 1588A, 1588A, 1628A, 1715A, 1716A, 1806A, 2203A, 2745A, 2796A, 2914A, 3047A, 266B, 270B, 722B, 979B, 1060B, 1067B, 1067B, 1110B, 1155B, 400C, 448C, 449C, 465C, 1225C, 1515C, 1565C"
шокар,,,['кар (verbalizer)'],"717A, 464B, 477B, 483B, 510B, 605B, 611B, 926B, 966B, 1005B, 1008B, 1030B, 1068B, 712C"
даң,,,['да (verbalizer)'],"718A, 2243A, 2363A, 692B, 1540C"
шара,,,['ар (verbal noun)'],"718A, 1067B"
хере,,,['ер (verbal noun)'],"718A, 1478A, 1067B, 114C"
чүӊ,,,['чү (verbalizer)'],"721A, 764A, 1453B, 1456B, 1571B"
кириштиг,кириш,bow-string,['ти (past tense)'],721A
кызытпажык,,,"['кы (nominalizer)', 'ыт (actionality imperative)', 'па (negative)', 'жык (resultative)']",722A
шарыныӊ,шары,"castrated bull, ox",['ны (accusative)'],"725A, 726A"
шага,,,['га (dative)'],727A
шимигенге,,,"['им (posessive 1st singular)', 'ген (postlocative)', 'ге (dative)']",727A
деӊнеп,,,"['де (verbalizer)', 'не (verbalizer)']",727A
тапталгага,та,discourse particle indicating uncertainty (in response to a question),"['та (verbalizer)', 'лга (nominalizer)', 'га (dative)']","728A, 732A"
таптап,та,discourse particle indicating uncertainty (in response to a question),['тап (plural)'],"728A, 732A, 2372A, 2376A"
шипшилгтеге,,,"['ип (circumstantial)', 'ил (passive)', 'те (verbalizer)', 'ге (dative)']",729A
шипшип,,,"['ип (circumstantial)', 'ип (circumstantial)']","729A, 733A"
кадырып,кадыр,abrupt,['ып (circumstantial)'],"729A, 3011A"
шайны,шай,tea,['ны (accusative)'],"730A, 610B"
чаңгыс,чаңгыс,"only, just",[],"731A, 3317A, 994B, 1535B, 551C, 553C, 565C, 714C, 714C, 717C, 857C"
кечим,,,"['ке (dative)', 'им (posessive 1st singular)']",731A
шайга,шай,tea,['га (dative)'],731A
шиӊнеп,,,"['ши (verbalizer)', 'не (verbalizer)']",731A
шипшилгеге,,,"['ип (circumstantial)', 'ши (verbalizer)', 'лге (nominalizer)', 'ге (dative)']",733A
дөгернип,,,"['гер (verbalizer)', 'ип (circumstantial)']",734A
доостунгаш,доо,that,"['ун (reflexive)', 'гаш (circumstantial)']",734A
чаваазын,ча,bow,"['ва (negative)', 'зын (verbalizer)']","735A, 1641A"
канчангаш,,,"['кан (participle)', 'ан (participle)', 'гаш (circumstantial)']","737A, 1097C"
дыӊнаарга,,,"['ды (past tense)', 'на (verbalizer)', 'ар (verbal noun)', 'га (dative)']","737A, 1648A, 1514B"
кый,,,['кы (nominalizer)'],"738A, 770A, 1592A, 1649A, 419C, 424C"
көрнүп,көр,please,['үп (circumstantial)'],"739A, 1323A, 1583A, 1650A, 1910A, 2974A, 2976A"
бажынызӊ,бажы,"source, beginning, origin",['ны (accusative)'],740A
эрниниӊ,эр,husband (outdated) (literally - man),"['ни (accusative)', 'ни (accusative)']",741A
сегелинде,сегел,chin,"['ин (reflexive)', 'де (verbalizer)']",741A
чаагыныӊ,чаа,okay,"['гы (adjectival)', 'ны (accusative)']",742A
даянгыыш,,,"['да (verbalizer)', 'гы (adjectival)', 'ыш (reciprocal)']",743A
кайыын,кайыын,where from,[],"746A, 1410A, 1937A, 602C"
углап,,,"['уг (adjectival)', 'ла (verbalizer)']","746A, 1989A, 2960A, 1506B, 1509B, 462C"
кайнаар,кайнаар,where to,[],"747A, 1219A, 1653A, 1990A, 2876A, 3032A, 3256A, 27B, 148B, 379B, 382B, 385B, 1659C, 1681C, 1691C"
баарыӊ,баары,"visit, going",[],"747A, 3256A, 1363C"
дээрниӊ,дээр,concern,['ни (accusative)'],"749A, 774A, 828A, 1125A, 1335A, 1704A, 1992A, 2260A, 3127A, 3335A, 3426A"
чор,,,['ор (aorist)'],"755A, 1990A, 2273A, 2329A, 511B, 761B, 807B, 997B, 997B, 1193B, 1229B, 1265B, 1382B, 1394B, 1511B, 851C, 1446C, 1476C, 1561C, 1574C, 1626C"
сол,,,[],755A
э,,,[],"756A, 756A, 827A"
элекке,,,"['ек (nominalizer)', 'ке (dative)']",756A
далажы,,,"['да (verbalizer)', 'ла (verbalizer)', 'жы (verbalizer)']",756A
чанчарай,чан,side,['ар (verbal noun)'],"757A, 948A, 2836A"
бербезин,бе,mare,"['бе (negative)', 'зин (volitive 3rd singular)']","757A, 758A, 578B"
эсти,,,['ти (past tense)'],"758A, 1936A"
эъдинге,,,"['ин (reflexive)', 'ге (dative)']","760A, 2426A, 2437A, 2441A, 2443A, 2727A"
пөкпээн,,,['эн (participle)'],"760A, 1422C"
ханынга,ханы,deep,['га (dative)'],761A
хырны,,,"['ыр (verbal noun)', 'ны (accusative)']","761A, 466C, 1200C"
дүптелбээн,дүп,bottom,"['те (verbalizer)', 'эн (participle)']",761A
чылбыга,чылбыга,name of a kind of surreal creature,[],"762A, 1100C, 1102C, 1106C, 1116C, 1129C, 1135C, 1137C"
дайзын,дайзын,enemy,[],"762A, 923A, 2658A, 1155B, 1727C"
айбызы,ай,"1. month, 2. moon",['зы (verbalizer)'],764A
сээ,,,[],"765A, 916A, 1712A, 3278A, 1609B, 601C, 1209C, 1524C"
адау,ада,father,[],765A
чоруур,чоруур,drive,[],"765A, 813A, 890A, 951A, 965A, 967A, 1577A, 1585A, 1658A, 1663A, 1707A, 1860A, 2008A, 2353A, 2377A, 2663A, 2824A, 2847A, 2849A, 2873A, 2983A, 3027A, 3030A, 3032A, 3075A, 3263A, 3280A, 3307A, 21B, 56B, 332B, 403B, 717B, 890B, 1073B, 1138B, 1366B, 1382B, 1530B, 391C, 488C, 727C, 754C, 784C, 924C, 1233C, 1233C, 1356C, 1383C, 1483C, 1542C, 1554C, 1725C, 1729C, 1745C"
кайгааш,,,"['кай (possibility or potential)', 'га (dative)', 'аш (circumstantial)']","767A, 835C, 1076C"
кайын,кайын,where from,[],"768A, 885A, 2662A, 2875A, 45B, 55B, 256B, 399B, 515B, 520B, 650B, 709B, 1071B, 1380B, 926C"
хаккаш,,,"['ак (nominalizer)', 'каш (gerund prior action (after since having done) or circumstantial)']","769A, 2112A"
ыӊай,,,[],"769A, 806A, 936A, 938A, 1718A, 1723A, 1911A, 2288A, 2573A, 158B, 190B, 199B, 213B, 763B, 809B, 952B, 961B, 1585B, 1595B, 316C, 323C, 457C, 1025C, 1045C, 1240C, 1381C, 1513C, 1717C"
чорда,,,"['ор (aorist)', 'да (verbalizer)']","769A, 1565A, 1587A, 1837A, 2310A, 2540A, 2750A, 8B, 190B, 212B, 695B, 734B, 946B, 953B, 974B, 1068B, 1324B, 1330B, 1337B, 1344B, 1351B, 1356B, 1478B, 467C, 476C, 529C, 634C, 768C, 1513C, 1726C"
улугну,улуг,elderly,['ну (accusative)'],771A
бичени,биче,little,['ни (accusative)'],772A
сургаар,,,"['ур (aorist)', 'га (dative)', 'ар (verbal noun)']",772A
кырынга,кырынга,over,[],"774A, 828A, 1010A, 1013A, 1034A, 1035A, 1036A, 1055A, 1056A, 1060A, 1220A, 1221A, 1305A, 1307A, 1434A, 1684A, 1753A, 1771A, 2270A, 2313A, 2540A, 2668A, 2669A, 943B, 1579B, 870C, 1751C"
орарывта,орар,tear apart,['та (verbalizer)'],774A
чавыс,чавыс,low,[],"775A, 2219A"
аътты,аът,horse,['ты (past tense)'],"775A, 813A, 989A, 1109A, 2247A, 2565A, 2750A, 2798A, 3339A, 514B, 611B, 843B, 844B, 679C, 686C, 1253C, 1255C"
эзер,эзер,saddle,[],"776A, 1284A, 3192A, 3246A, 605B, 671C"
тепсезинден,те,Siberian ibex,"['се (verbalizer)', 'зин (volitive 3rd singular)', 'ден (ablative)']",776A
бедик,бедик,tall,[],"777A, 2218A, 3076A"
аъттыу,аът,horse,['ты (past tense)'],777A
эзеӊги,,,"['зе (verbalizer)', 'ги (adjectival)']",778A
таваандан,та,discourse particle indicating uncertainty (in response to a question),"['ва (negative)', 'ан (participle)', 'дан (ablative)']",778A
кестип,,,"['ке (dative)', 'ип (circumstantial)']",778A
калган,,,"['ал (ability)', 'ган (participle)']","778A, 2390A, 154B, 176B, 196B, 424B, 1012B, 1017B, 1038B, 1133B, 1314B, 369C, 535C, 1011C, 1057C, 1301C, 1382C, 1415C, 1736C"
каалама,,,"['ка (dative)', 'ла (verbalizer)']","779A, 832A, 981A, 1309A"
орук,орук,road,[],"779A, 1794A, 3321A, 920B, 926B, 1418B, 282C, 902C, 903C, 904C"
олап,ол,"he, she, it, that, this, these",[],780A
хап,хап,"sack, bag",[],"780A, 825A, 833A, 1034A, 1055A, 1305A, 1678A, 1679A, 1725A, 1726A, 1750A, 1751A, 1756A, 1775A, 1779A, 1781A, 1787A, 1788A, 1889A, 1950A, 2102A, 2295A, 2701A, 2703A, 2779A, 3047A, 3446A, 613B, 631B, 632B, 635B, 755B, 1389B, 1413B, 1414B, 1606B, 72C, 78C, 90C, 90C, 97C, 116C, 117C, 120C, 122C, 123C, 125C, 140C, 140C, 160C, 193C, 194C, 231C, 273C, 284C, 285C, 286C, 286C, 507C, 514C, 634C, 683C, 1171C, 1528C, 1594C"
орарыӊта,орар,tear apart,['та (verbalizer)'],780A
орукту,орук,road,['ту (past tense)'],"781A, 842A, 1517B"
чартыында,ча,bow,"['ты (past tense)', 'ында (possessive 3rd locative)']","781A, 639C"
хунан,хуна,"goat (male, uncastrated)",[],"782A, 1932A, 2290A, 2450A, 1247C, 1465C, 1469C, 1479C, 1482C, 1485C, 1493C, 1519C"
даштар,даш,stone,['ар (verbal noun)'],"783A, 1424C"
даштарны,даш,stone,"['ар (verbal noun)', 'ны (accusative)']",784A
аш,аш,hunger,[],"785A, 786A, 835A, 1438A, 1459A, 1778A, 167B, 591B, 848B, 200C, 848C, 1200C, 1413C, 1422C, 1429C, 1431C, 1468C, 1503C, 1511C, 1512C, 1517C, 1520C, 1530C, 1532C"
кускун,кускун,crow,[],"785A, 786A, 835A, 842A, 874A, 900A, 921A, 937A, 975A, 977A, 1700A, 1778A, 2618A"
эдип,,,['ип (circumstantial)'],"785A, 787A, 789A, 836A, 1892A, 1894A, 658C, 1538C, 1539C, 1541C, 1546C, 1631C, 1631C, 1632C, 1632C, 1633C"
чүкче,чүк,"baggage, load",['че (allative)'],"787A, 841A, 1037A, 1061A, 1866A, 1885A, 1894A, 2379A, 2383A, 2858A, 2992A, 3333A, 512B, 588B, 596B, 1009B"
олурза,олур,sit,['за (verbalizer)'],"787A, 789A"
аткылап,ат,title,"['кы (nominalizer)', 'ла (verbalizer)']",788A
бурунгаар,бурунгаар,ago,[],"789A, 1619A, 324B"
чанында,чанында,nearby,[],"791A, 1692A, 847B, 4C"
дө,,,[],791A
черни,чер,place,['ни (accusative)'],"791A, 792A, 924A, 2539A, 3052A, 3054A, 3436A, 585C, 585C, 1268C"
оя,,,[],"791A, 1272A, 2100A, 2656A, 3499A, 458B, 621B, 883B, 1167B, 1357B, 1360B, 289C, 719C, 891C"
теп,те,Siberian ibex,[],"791A, 792A, 1295A, 2102A, 2218A, 2219A, 2407A, 2737A, 2744A, 2784A, 330B, 816B, 1194C, 1776C"
каза,,,"['ка (dative)', 'за (verbalizer)']",792A
үнген,үн,voice,['ген (postlocative)'],"792A, 992A, 1384A, 1386A, 3392A, 307B, 325B, 336B, 857B, 1381B"
дамырак,,,"['да (verbalizer)', 'ыр (verbal noun)', 'ак (nominalizer)']","793A, 1662A, 1686A, 2075A, 1603B"
суг,суг,water,[],"793A, 8B, 457B, 614B, 1060B, 1114B, 448C, 449C, 478C, 688C, 745C, 760C"
аъдыӊ,а,but,['ды (past tense)'],"794A, 1512A, 3034A, 3096A, 847B"
болташ,бо,"this, that, those",['аш (circumstantial)'],794A
ааа,аа,"ritual discourse marker found in tales, adds emphasis to preceding sentence/phrase",[],"795A, 821B, 841B"
дыштанып,дыш,"calm (peace, relaxation)","['тан (ablative)', 'ып (circumstantial)']","795A, 3168A, 291B, 323B, 332B, 500B, 501B"
сендеп,сен,"you (singular, familiar)",['де (verbalizer)'],"795A, 801A, 1872A"
кускундан,кускун,crow,['дан (ablative)'],797A
орууӊ,,,['ор (aorist)'],798A
даошкун,,,"['да (verbalizer)', 'ун (reflexive)']",799A
аай,аа,"ritual discourse marker found in tales, adds emphasis to preceding sentence/phrase",[],"800A, 618B, 792B"
байдалын,байдал,factor,['ын (reflexive)'],800A
ынча,,,['ын (reflexive)'],"802A, 1865A, 3229A, 586B, 642B, 1014B, 6C, 40C, 78C, 103C, 132C, 151C, 226C, 269C, 377C, 1178C, 1332C, 1334C, 1336C, 1338C, 1341C, 1344C, 1346C, 1349C"
аээш,а,but,[],"802A, 507B, 994B, 1577B, 1234C"
чоруу,,,['ор (aorist)'],"803A, 355B"
чогузун,чогу,absence,['зун (verbalizer)'],"803A, 355B"
барган,бар,be (present),['ган (participle)'],"804A, 1391A, 49B, 71B, 155B, 177B, 215B, 253B, 319B, 633B, 681B, 708B, 744B, 917B, 923B, 926B, 1042B, 1099B, 1360B, 137C, 340C, 344C, 742C, 754C, 813C, 932C, 946C, 954C, 1090C, 1146C, 1278C, 1707C"
бүтсүн,,,['сүн (volitive 3rd singular)'],804A
хайындырыўмай,хай,misfortune,"['ын (reflexive)', 'дыр (causative or evidential)']",805A
каккаш,,,"['ак (nominalizer)', 'каш (gerund prior action (after since having done) or circumstantial)']","806A, 1118A, 1950A, 2671A, 1441B, 1577B, 1579B, 1606B, 115C, 640C"
боорга,боор,probably,['га (dative)'],"806A, 2441A, 2443A, 2709A, 2710A, 3188A, 3189A, 96B, 982B, 471C, 479C, 480C, 483C, 653C, 943C, 1384C, 1416C, 1416C"
дээринде,дээр,concern,"['ин (reflexive)', 'де (verbalizer)']","808A, 1603A, 1902A, 1913A, 1926A"
деӊнешкен,,,"['де (verbalizer)', 'не (verbalizer)', 'кен (participle)']","808A, 1057A"
бүткен,,,['кен (participle)'],"812A, 818A, 1472A, 2461A, 758B, 803B"
чоруун,,,"['ор (aorist)', 'ун (reflexive)']",813A
улам,,,['ла (verbalizer)'],"815A, 967A, 2985A, 753C, 753C"
шинчилеп,,,"['ин (reflexive)', 'чи (verbalizer)', 'ле (verbalizer)']","815A, 632B, 632B, 293C, 303C"
хөрээниӊ,,,['ни (accusative)'],816A
арыг,арыг,forest,[],"816A, 3312A, 51B"
хорум,хорум,prayer service on recovery of a sick person,[],"817A, 2374A, 2539A, 1607C"
дажы,,,"['да (verbalizer)', 'жы (verbalizer)']","817A, 48B"
сыстып,,,"['сы (verbalizer)', 'ып (circumstantial)']","819A, 2180A"
үнер,үнер,climb,[],"819A, 821A, 2992A, 230B, 314B, 320B, 323B, 357B, 402B, 403B, 1009B, 1054B, 1064B, 1091B, 1141B, 1563B, 158C, 1540C"
ханы,ханы,deep,[],"820A, 2204A, 2529A, 2821A"
ыйлып,,,['ып (circumstantial)'],821A
дээрни,дээр,concern,['ни (accusative)'],"826A, 1139A, 1211A, 1348A, 1684A, 1771A, 2237A, 2519A, 2537A"
солаанын,,,"['ла (verbalizer)', 'ан (participle)', 'ын (reflexive)']","826A, 1681A"
тыртып,,,"['тыр (causative)', 'ып (circumstantial)']","826A, 1420A, 1682A, 2191A, 2193A, 3471A, 98B, 101B, 103B, 121B, 190B, 231B, 621B, 689B, 694B, 780B, 826B, 950B, 957B, 1211B, 1213B, 1370C, 1428C, 1510C, 1527C"
ооӊ,оо,"Discourse marker, adds emphasis to preceding sentence/phrase",[],"827A, 1400A, 1434A, 1996A, 2033A, 2513A, 2904A, 3419A, 17B, 477B, 483B, 963B, 1061B, 1212B, 1249B, 1284B, 1450B, 275C, 698C, 732C, 746C, 774C, 917C, 1212C, 1621C"
кыры,кыры,surface,[],"827A, 1127A, 1141A, 2470A, 2473A, 2535A, 2666A, 1251C"
коўуӊайндыр,,,['дыр (causative or evidential)'],827A
чортуп,,,"['ор (aorist)', 'уп (circumstantial)']","827A, 1351A, 1904A, 998B"
